city,N,P,K,Temperature,Humidity,pH,Rainfall,Fertilizer Name
Pune,84,49,16,21.35823104803834,60.01416580303765,6.606811735922293,1188.1629017868286,Urea
Pune,50,44,44,22.161126639313096,67.65989928873886,6.282022843692863,718.5683057270005,DAP
Pune,43,22,58,23.487222778180545,63.79415382306532,6.5974214188968165,598.0439334960439,DAP
Pune,100,29,14,29.644446410547033,76.43039650927531,6.489655838261459,421.7318821865913,Super Powder
Latur,93,55,64,22.004183004819964,72.01799647007756,6.259216689641152,529.4963298282707,NPK FERT
Latur,41,37,55,34.46049593405933,54.54172058620874,7.2667587650388406,775.6238490264438,DAP
Latur,67,65,58,28.805955161745157,67.78412268799516,6.061028463439465,750.9338065508177,NPK FERT
Pune,44,51,64,33.24300125115781,72.47121337977681,6.149332413825906,1018.1898466692965,Urea
Latur,80,62,19,25.2655950643195,51.51553318541535,7.396214561026515,1009.6833607112511,DAP
Pune,71,23,25,27.427726345789644,54.25048946268412,7.433302099963476,892.2506758049344,DAP
Latur,48,76,58,26.899565451702642,61.32255294930896,7.186102297282321,599.9764665510033,DAP
Latur,75,60,10,31.5877347533516,70.01767173238463,6.764251156321159,1121.4979731229068,DAP
Latur,80,47,69,26.965964934577848,50.143785133092656,7.459942411982182,723.599098989986,DAP
Latur,99,76,27,31.55175200793026,52.673109349526094,6.557794916403598,1017.9626277415745,DAP
Pune,95,34,15,24.07689213462634,68.03234642048058,6.968124143618841,884.9628981956284,DAP
Latur,88,43,63,32.23401519949115,57.08007736004115,6.747149504780565,1184.1195187133228,DAP
Latur,42,58,18,33.5526908966459,79.18821223073192,7.275495638637633,441.3676180919719,DAP
Pune,99,72,46,23.37887369264821,71.32358490848449,6.128081964935124,554.427065035721,Super Powder
Pune,77,22,55,22.017251294834605,67.00273466660666,6.136909284328839,743.6044815044327,DAP
Pune,71,20,65,30.15561416498138,57.56723155324285,7.104624207507957,672.5974697197934,DAP
Latur,49,89,58,24.47275223486523,77.10250566693745,6.586995629019466,948.1839355905375,Urea
Pune,99,84,49,32.17491471622902,57.77933821734696,6.791492381128642,1031.1226954496065,Super Powder
Pune,89,27,40,23.965787456979132,64.79482724721292,6.966796348784564,563.055785213965,DAP
Latur,50,62,20,25.54551201287377,62.83638307742814,6.321683655643192,996.4504501326034,Urea
Pune,52,23,46,34.679401883201905,67.00858078991236,7.091451961041803,1037.325052007075,DAP
Latur,53,54,28,24.867021195860204,60.84535615000918,6.1185028814816,754.2868581667879,Super Powder
Latur,62,50,69,28.018213663027694,61.39715938249867,6.436827295956335,976.6547542149192,DAP
Pune,95,61,19,25.54518214429503,67.74262307227961,6.373198306543225,765.0235239559763,Super Powder
Pune,86,65,39,27.673490277579255,77.81979819325905,6.959331528276443,1062.6284261648475,DAP
Pune,75,34,25,32.20988232527448,66.44321523538471,7.153439271159324,788.0329023640909,DAP
Pune,47,34,56,28.019632260161668,60.25831923793055,6.320251066338593,919.4628666736016,Super Powder
Pune,86,29,10,34.64603946755701,51.60647354416183,6.943329635512986,1105.5415776234208,DAP
Latur,63,90,23,24.286239196200007,77.87914776483333,6.9913832859425495,458.2391259324442,DAP
Latur,67,40,22,26.201682154741338,53.009119854210574,7.4166793619023546,1134.4139870302558,DAP
Latur,85,72,15,24.668090576063157,77.95227428241478,6.305665005082262,516.8900938525198,DAP
Latur,95,55,28,28.58394536869094,72.29863822486179,7.091821902347476,1187.5368063298288,Urea
Latur,96,26,56,23.88158389936116,50.165465647867165,6.571621207643227,842.7747596911913,Urea
Pune,75,87,70,20.003855743848842,56.67593597822578,7.411326546618419,987.1721277246505,DAP
Latur,66,22,67,22.44811553074058,53.38357636730047,6.644503427152243,635.2862652157254,DAP
Pune,83,84,44,29.343815685128575,55.265108911722955,6.203075335705189,710.1773396979745,DAP
Pune,49,73,60,33.87291173116381,64.33326073444384,6.590910842133451,1054.086674241133,DAP
Latur,62,63,47,22.51109264391706,77.868902987921,7.475157827114122,617.0535137503109,DAP
Latur,96,45,57,28.195473568377906,66.89506499532031,7.1012132038002616,567.4556260391034,DAP
Pune,73,38,16,23.840070846752884,53.39094644126104,6.380316222916405,800.3535826505265,DAP
Latur,56,86,24,31.33516951889998,72.03363011067525,7.341362870565041,845.2945655783838,Super Powder
Pune,43,46,34,28.219288768480137,76.15638761082516,7.359152477237471,510.8608316372937,Urea
Latur,50,90,33,27.19011562610359,79.7034187008336,6.768351622269321,1119.9065250835088,NPK FERT
Latur,88,21,30,25.695394657120783,60.88947449119351,7.161362750246976,785.4881066773953,Urea
Pune,79,30,65,22.512435014591315,62.903294675532806,6.0046228072314305,410.56994127822657,DAP
Latur,43,27,46,26.97528759556508,64.70616035131637,6.540074919746493,1128.9399871886594,DAP
Latur,59,32,48,31.962252964999735,73.11266333746589,6.3909445686486155,951.2636570285144,DAP
Latur,52,75,46,28.48455276978686,66.80658495746555,6.798627974647477,732.0677409580923,Super Powder
Latur,85,51,42,27.00776403360252,61.20858588718269,6.330976482333243,1165.9418372298228,DAP
Pune,86,22,52,21.36759123373152,71.43907020057587,6.133953431345932,857.196042333116,DAP
Pune,63,72,25,32.89106526384906,55.949943019582484,7.193951036550647,749.7266397046657,Urea
Latur,52,42,22,20.381574353794672,79.54626712717894,6.889741074893768,1023.1153581921151,DAP
Pune,77,58,40,24.03920541583475,53.25176555276569,6.571363642941304,1031.6060562812281,Super Powder
Latur,95,22,15,32.74125299559718,56.10467792580603,7.252682441453747,512.0689587978497,Urea
Latur,79,72,28,22.027334940237957,50.84485260820522,6.990972886644219,1169.7990434569376,DAP
Pune,56,39,34,21.75412643123598,67.47102564137334,7.41035242960589,912.1977668064865,DAP
Pune,40,20,25,31.798509813695162,57.77691074131043,6.005583275695527,1089.122929697258,DAP
Pune,65,50,39,25.597600392034877,56.00238380420776,6.289692913791468,904.4530413042548,DAP
Latur,66,72,40,34.47837344196896,66.03708076382823,6.814506581882807,970.3204840251651,Super Powder
Latur,95,36,54,23.092562884793413,55.20240806155992,7.206865751966838,867.0737105761816,DAP
Latur,93,58,26,29.294378323849216,56.74963355885073,6.658895802230306,574.7403499793897,DAP
Latur,90,40,14,21.339687309387905,79.3416780178263,6.4330329342174455,893.6893336711867,DAP
Pune,92,39,67,30.4114026157446,63.311864399322204,6.737175343671034,442.69272083633365,DAP
Pune,88,56,51,21.969993366476096,58.703080334453105,7.452686385685466,1120.371259895683,DAP
Pune,60,44,37,21.94014845804154,60.939043928253156,6.478446818458549,1091.259435780556,DAP
Latur,84,42,52,25.84966053649388,76.78322986613122,7.332986229736213,1107.962403303361,DAP
Pune,76,32,36,20.16367479305401,64.97152117354531,7.378509044431461,698.5004279744613,Super Powder
Latur,46,56,52,23.145502825894116,79.33568655267221,6.882815910233814,455.9071929141627,DAP
Latur,55,61,38,20.228801734270103,50.374408303257134,7.280220387091234,980.1497343614382,DAP
Latur,71,31,22,28.22845121822047,70.72728710622424,6.624407624744949,651.3343871919857,DAP
Latur,61,41,41,27.517542958051514,57.5129970174557,6.994157601543412,777.4750651815259,DAP
Pune,81,23,68,26.463002905201947,53.048461363831414,6.184604090300374,926.6979500852466,DAP
Latur,68,64,58,34.14912788488595,59.07322875967275,6.956361403472755,643.8415129278703,Urea
Latur,90,84,36,29.61817201574687,71.4677408586153,7.253381591030793,1062.9065584916184,DAP
Pune,78,40,66,21.587879861314168,54.2190351338743,6.502655556639595,1133.180462224695,DAP
Latur,51,64,15,29.235538228614907,65.8473005722643,6.219685059494328,789.8950527006053,DAP
Latur,69,89,36,31.70620228522278,62.85066051855624,6.335012330615159,533.6869009756849,Super Powder
Pune,79,23,57,31.1462407435576,63.06247388604445,6.119589676431373,616.7647858944683,DAP
Latur,97,87,31,33.7915203172891,64.5212609723443,6.631286480889757,459.2089283214013,DAP
Pune,48,84,16,30.820671587559495,67.38636587269022,7.328668535740075,851.7182719346722,DAP
Latur,57,74,33,28.61579133328908,60.95929271323884,6.001155444753082,684.4939988740746,DAP
Pune,81,38,15,21.866663680699897,57.87081650251241,6.777251257918633,714.3317988492402,DAP
Pune,72,77,45,32.71852538239136,57.04122686811857,7.327994500148816,425.66970283194155,DAP
Pune,81,58,40,26.68200375269529,75.54633376989662,6.062952905223998,914.8830855526816,DAP
Pune,77,40,50,31.94662553818158,75.18404876840746,7.471542590438137,988.0002670577854,DAP
Latur,61,55,51,34.59860561698456,63.258176001258235,6.6080475963409135,1020.5258638840082,DAP
Latur,43,27,14,21.802778835468256,78.78862458381937,6.382027282158648,881.8890160524065,Urea
Latur,84,84,37,20.170079749860456,74.17927086382994,6.423185644403803,1137.2441317785488,Super Powder
Latur,50,33,35,29.57611278989677,62.361688801281446,6.960274480183654,1091.5903192674668,DAP
Pune,48,41,30,23.327350250884653,56.83492456796148,6.975891152173578,1062.7742583111758,DAP
Pune,63,46,33,20.435298303916742,53.450193796725074,6.637688486474102,926.1802579182522,DAP
Pune,58,37,26,24.140051060307478,67.00016364217112,6.957855019155703,861.6396263762012,DAP
Pune,78,52,66,32.524612929358696,70.64034379886446,7.404809973171468,755.7971642290441,Urea
Pune,88,62,68,21.070977671985958,52.48906292475114,7.384748822678711,969.8385765705603,DAP
Latur,61,70,19,26.974952295806,52.45680180865327,6.188282674710609,842.3826477693854,DAP
Pune,42,34,29,20.395790315193672,62.61318521263893,6.340757531093035,587.3166511832575,DAP
Latur,96,31,62,25.789083656322056,68.51110937374472,6.701120649019634,1042.8729527483956,DAP
Pune,79,51,56,28.418745970898055,59.357383151327454,7.04942212961873,610.1345920757246,DAP
Pune,42,67,54,29.90603131479725,75.84793419859743,6.4461035436337255,697.6181149915164,Super Powder
Latur,87,37,56,33.63294503736948,57.117973561840046,6.684262283805788,463.7944763540096,DAP
Pune,75,76,60,33.44235499628632,73.05338194089657,6.240982894167238,1103.9927515517556,DAP
Latur,59,48,55,29.993949886371986,50.33641641348226,6.339238585000814,475.71318934737644,DAP
Latur,58,58,50,22.71759991556388,71.69419924190817,7.217801243114371,542.9534900143194,DAP
Latur,45,25,35,22.318885475769488,70.67027287882887,6.005905128218925,656.2510341004163,DAP
Pune,40,55,47,21.541150131982672,53.636887268648415,6.543082235816747,666.1563564280989,Urea
Pune,71,74,10,27.915593522788953,66.88744404816896,6.903975972810107,1167.3662462532989,DAP
Latur,91,57,29,32.61147323880052,60.111967481997446,6.895985028251458,1063.0250550885796,DAP
Pune,95,39,68,23.602542373209555,61.77709113133156,6.153852523533314,656.2022302893338,DAP
Latur,56,33,59,34.458910709622074,57.475915741125505,6.834953693848775,550.8808558472323,DAP
Pune,69,79,25,33.82281951092994,68.86741137351441,6.276768805683249,1171.8632653799223,DAP
Latur,65,39,48,27.27657483817967,70.93866670230392,6.937091242146602,502.1951095623788,DAP
Pune,62,74,65,21.28313573675667,72.53191983211362,7.396401344875547,449.15109084929463,DAP
Latur,99,63,57,25.304471687816076,68.38558790664867,6.747947787469885,561.31021141985,Super Powder
Latur,87,70,54,27.440685191261146,69.37458187599229,6.7222400813739736,909.6335136082823,DAP
Latur,62,75,26,23.35623050872033,64.65223911955712,6.479933803941945,1143.8387299584533,Urea
Pune,42,61,50,33.85407132598709,72.29772181126448,7.2151740667967745,1197.8721997180987,Super Powder
Latur,93,80,40,31.048043395769987,67.50069168380062,7.227036540422074,1103.066351130452,Super Powder
Latur,66,48,56,28.44229953701653,60.122598302559155,7.222405701277344,647.6518285222729,DAP
Pune,42,25,65,28.233140040232215,79.31612899472995,6.7119660722456835,863.5787857243342,DAP
Pune,94,55,36,29.70028512874914,54.58086776948721,7.190733422780008,650.6390315353901,DAP
Latur,56,40,67,20.239379178966097,55.696564795975206,6.701308969474876,886.9000392204894,DAP
Latur,87,81,46,31.419644589390074,70.4066723191747,6.296755506128946,1087.9843267970389,Super Powder
Latur,48,26,58,29.261472544397915,70.83927299475172,6.132946277855864,807.1673384972166,Urea
Latur,42,64,55,34.94807726012804,65.2751527125266,6.894437300742114,744.7082237882136,DAP
Pune,43,66,30,23.05778192292356,78.01539255388272,6.105431675915584,1147.6797563233483,Super Powder
Pune,64,40,62,26.687511313990093,64.25150180356107,7.093142796017116,746.821596874769,DAP
Pune,54,54,33,30.001059697659592,73.78718099994163,7.125824913031099,582.6697791246708,DAP
Pune,71,70,19,21.807431846309,58.65486774846012,6.7578597749856115,1096.1032060699767,DAP
Pune,73,75,27,29.947797334521674,75.23316998054491,6.5948183023555185,876.6659572570102,DAP
Pune,51,23,35,20.469139463353493,64.5409633368796,7.205957483527914,817.216627723479,DAP
Pune,49,36,18,33.81567912955195,67.70937351106744,6.025067897041784,508.3829547152252,Super Powder
Pune,60,23,18,21.395724990382355,54.211090210472044,6.790184455988069,615.6848076102251,DAP
Latur,42,60,38,22.3906353217755,68.77650141084966,7.0184424319090635,995.469836550793,DAP
Pune,42,37,23,20.859801156304986,70.67702889788045,7.012604622762616,1080.0454884369565,NPK FERT
Latur,96,71,52,28.60538836712585,59.07508860209585,6.327442382981318,876.2007552522724,Urea
Latur,60,71,10,32.37718392037288,63.149426935245465,6.515752252759527,923.5667813280093,Super Powder
Pune,86,64,37,20.544329195916962,69.33297389638454,6.330347227659825,1122.7883760471873,DAP
Pune,85,86,21,30.560671590023606,78.27039394402095,6.061267075677561,558.168760627895,NPK FERT
Latur,88,28,69,29.60969199870523,52.99068662592503,6.140390358294644,825.4021892490789,DAP
Latur,75,85,59,20.178159105655695,64.91524756977873,7.201023651427428,1182.567800851402,DAP
Latur,88,24,30,21.3698602658595,72.17007960561878,6.867678382009613,1051.619638931571,DAP
Latur,80,88,57,24.117944146656274,50.23384712758648,6.4527521039072315,1012.2342420062504,DAP
Latur,56,63,17,30.986190270523903,68.7159534174756,6.734357567076753,459.03465594767613,Urea
Latur,72,45,20,31.55755354321826,57.41255120530487,6.636704371738446,599.4646217517118,Urea
Pune,67,85,21,27.4579566874519,60.36009758568992,6.332177621119448,645.0883323504185,DAP
Pune,70,29,24,34.62002818892974,70.73639262096931,6.007313067279318,987.1070813056357,DAP
Latur,75,56,55,27.37841344126395,60.03536853814457,7.226729704124882,622.7076409954534,DAP
Latur,96,26,54,21.842872035382623,65.80906739650418,6.725747592575302,962.3540690081805,NPK FERT
Latur,46,38,33,23.49055326582278,72.44813330117792,6.189707032066554,470.44956226471834,DAP
Latur,96,36,50,32.69954916257958,68.18677795847714,6.444648394597348,1181.3908870673915,DAP
Latur,75,82,50,33.27182891561689,77.35872597545851,6.084623558712813,595.1588620464004,NPK FERT
Pune,85,65,52,27.079710532877108,74.27856993552116,6.997975769069325,1062.2226712474671,Super Powder
Latur,68,63,14,31.97246254818755,57.88731226440969,7.240910728616992,863.5550862630555,DAP
Pune,51,87,41,26.42032553532998,62.62024968690091,6.51813944297637,790.4520718324612,DAP
Latur,95,76,68,31.859575569878395,52.31639026647662,6.943319369524151,1182.829959357462,DAP
Pune,53,67,69,31.04440766031314,71.97363237312247,6.971536023838168,1110.623833004508,DAP
Latur,76,58,21,21.016920156488183,72.12884927454562,7.437069794822445,480.7239318413883,DAP
Latur,54,59,40,23.048977986684896,61.12176062544663,6.9475154143930204,1043.6462868174951,DAP
Latur,95,26,67,31.721914244201184,70.32133119040992,6.462585001578397,920.902734787184,DAP
Pune,46,76,44,26.95290723803783,57.45666254797763,7.078279172195969,707.9142697805696,DAP
Pune,73,57,41,27.64472719516131,59.86227061151071,6.341134476823303,1144.3971654539246,Super Powder
Pune,82,65,54,25.248715353844034,78.78580257059498,6.715616769266674,918.3489821629489,NPK FERT
Latur,42,36,19,33.192650219629556,73.60870891616466,7.445450988696429,1013.2348027747081,DAP
Latur,84,52,36,21.376681644198396,57.02219718685906,6.719901050484732,668.7457007625815,DAP
Latur,85,66,70,20.726688775064044,79.18978028207641,6.083186585558447,533.5666006724573,DAP
Latur,50,52,60,21.610246108839043,54.200354036166594,6.939297461773458,836.55534993741,DAP
Latur,53,89,40,32.21977310683364,58.22977462029838,7.103255463753469,874.751320891048,DAP
Latur,65,54,27,23.89127617382836,73.92382521664004,6.773649810205103,1186.7992318625138,DAP
Latur,76,31,27,22.088759859434198,77.71387076140019,7.2680866832652224,983.425666209835,DAP
Latur,90,60,47,28.738042627719466,54.8818729328272,7.019126503461523,1119.2096113895661,DAP
Pune,82,65,24,31.152964423381597,65.30221200346818,7.1076449891768805,1147.2659434662905,DAP
Pune,63,89,59,24.502839656849133,50.88878680096043,7.188377355853947,444.58309255856756,DAP
Latur,88,33,23,31.59439486481879,52.671863802407934,6.07916238377506,552.0497858084428,DAP
Latur,97,38,54,22.398809458385106,50.79485064965068,7.148586259552982,577.3756736254649,NPK FERT
Pune,53,57,44,26.230567263708696,73.88866238723925,6.754381252702428,778.4180051504038,NPK FERT
Latur,95,44,37,34.6462768819852,73.32132328304776,6.303609755958546,957.374971628809,Urea
Pune,67,80,57,29.96797703801988,77.0078580119105,6.302150220854007,1097.1944022856846,Super Powder
Latur,87,76,39,32.714794134512424,69.89766812452454,6.626961324131299,786.9143396987056,DAP
Pune,52,71,41,30.67966124693563,72.15710869946548,6.150808324766639,1005.4791516590085,DAP
Latur,44,46,50,30.51069882810698,58.18183263357952,7.282390412588997,1116.8433514267394,DAP
Pune,76,23,55,22.20793787562274,57.454317006837144,7.305028897360218,962.7122371537356,DAP
Pune,50,57,52,23.374463207040016,59.92766243126785,6.296342961000208,1184.0506605006915,DAP
Pune,79,25,23,28.386610989604296,65.66025130808225,6.788853566672116,659.2762347442549,Super Powder
Latur,85,24,69,26.458680638211604,56.16922745593499,7.417997723025477,1194.879895913081,NPK FERT
Latur,40,22,43,20.885060856950517,58.81200204033448,7.309712425184034,737.5483540106213,Super Powder
Pune,60,87,54,20.497846264441502,73.94460367734516,7.102726818275386,1085.927151555496,Super Powder
Latur,47,28,37,30.103864709504464,54.57958929345364,6.643158465609756,403.7217153808034,DAP
Latur,94,64,60,31.631847477938436,59.259841605214206,6.434045938300462,907.8898409568944,DAP
Pune,92,38,46,26.513086731493658,57.33542907357109,7.105044980917093,1071.6794800718073,DAP
Latur,48,77,16,30.508480688265035,75.88587555687351,6.108207435280517,867.9405192638517,DAP
Pune,81,43,35,34.29476230942187,64.54285638353086,7.285337112407992,1087.845397084584,DAP
Pune,61,55,70,29.526333402891446,71.59992923113327,7.003901782511765,755.0391079996616,Urea
Pune,95,90,46,29.298977719007294,56.995873929113976,6.304655529900369,586.0964753772589,Urea
Pune,86,56,33,21.51035701493611,56.96995562007587,6.155479251462785,731.3636998180319,DAP
Latur,75,87,57,25.819372249308387,51.25572867550819,7.4029896786004175,547.1041236449801,Super Powder
Latur,70,68,13,21.398012997991767,52.8178783059226,6.638396927500818,765.7006806149218,DAP
Pune,76,36,26,34.67430990597724,54.63689007346167,6.761685191793528,700.9964484828248,Super Powder
Pune,83,42,38,22.2042066601664,73.65424418728962,7.148998194889804,509.24726033188836,Urea
Pune,85,50,10,33.13281581516395,54.65338691761826,6.592946293228275,438.7968827012049,Urea
Pune,46,79,68,28.388408142220143,54.98072275740375,6.722462892477768,992.1604631177657,DAP
Latur,72,52,19,20.880473689923036,66.74822751008927,6.203476410785593,821.2481153078659,DAP
Latur,94,54,55,25.924364723093014,51.336425589243575,6.521914536023992,1050.0080272522214,DAP
Latur,69,24,53,29.559408664095955,65.94312584149979,6.951291819669398,738.1448110420079,DAP
Latur,57,57,35,26.76093972180125,67.97517249600412,6.895729086074439,617.5372979762762,Urea
Pune,87,54,20,23.276137978114804,53.34160082108494,6.19355721662916,555.7139669735546,DAP
Latur,72,61,13,33.48852962410373,74.66879800530398,6.328284336130915,843.3271412629854,DAP
Pune,94,55,65,33.135450770174344,67.47317648818081,7.389161731219072,755.9957447158332,DAP
Pune,75,57,68,24.337169912732904,54.972517558439826,7.14139939219463,502.26212602961255,DAP
Pune,70,83,37,27.578851071231277,67.00260067439032,7.364608917043233,1123.9041078683313,Super Powder
Latur,98,72,36,30.457501308551073,60.968122187790144,6.946122238328889,1120.9283758632173,DAP
Latur,44,30,48,23.32009971308468,64.34697890016328,6.433930214335169,624.7950446290307,Super Powder
Latur,59,63,30,32.31580643612287,71.78082134479689,7.282045406214298,740.6382120321474,NPK FERT
Latur,89,24,29,27.68848799424576,65.29201795650674,6.962942478083901,1118.3184085887094,DAP
Latur,99,54,56,27.2032960307778,73.05214709143924,7.357698441765747,580.4018544841363,DAP
Pune,70,57,54,27.42299073118174,73.15041346588332,6.353403861404243,1063.5761779923446,NPK FERT
Latur,48,52,10,26.81553753146352,61.27963400881275,7.341684185969834,773.6768635291971,DAP
Pune,58,42,42,34.15961848970683,57.00287727404346,6.084232882790178,547.2017073920525,DAP
Latur,50,50,43,32.88103544030318,76.11237801442935,6.5282929036708035,773.3868274894041,Super Powder
Latur,61,31,26,29.306759461908094,60.86284971771924,7.423524360879998,597.6749080183732,DAP
Latur,97,74,43,24.716951812923753,73.39591960310192,7.3255931890201165,528.27632915908,DAP
Latur,68,30,70,24.174100119107564,75.89680726204021,6.437403523277742,666.5701210652982,DAP
Latur,65,70,46,25.685316493498263,74.03127953828124,6.319346110245528,540.4709620280157,NPK FERT
Latur,60,82,36,28.678141361850244,51.65932849254079,6.264091417492972,835.7316532975899,DAP
Pune,76,34,61,28.007426871487766,59.29385509535589,7.040369322144611,1078.887967510636,DAP
Latur,54,49,69,31.778484750632735,55.50667846661531,7.492902493863797,821.8224858767131,NPK FERT
Pune,80,77,17,32.98020302269626,71.63165483198284,6.943159539348569,1001.5987204562348,DAP
Pune,41,54,28,33.22909980621808,75.38920951813228,7.380955674508396,990.9233102425818,Urea
Latur,63,58,32,24.370793845862362,55.032417844752004,6.529053268654174,941.0041246098511,DAP
Latur,79,66,13,29.756503035274037,70.69177847083319,7.293958089560869,716.1183477743309,DAP
Pune,42,61,61,31.89113666479868,76.06274270731663,6.731069110507727,657.4505583774949,DAP
Pune,72,64,11,23.98023023845764,61.98890006337535,6.1359605713490675,935.3134927471508,DAP
Latur,87,33,15,25.609805207206563,54.1472110835125,7.126738018899824,423.22116866256243,DAP
Pune,71,45,58,33.3233687612055,60.189211394215356,6.641558480292536,870.5288102415593,DAP
Pune,72,86,50,24.74423028680472,76.95282387337755,6.179081047077068,1184.6849871554246,DAP
Latur,74,36,54,31.170934626355738,70.40348175724401,6.967854374065318,732.54159137084,Urea
Pune,75,84,43,25.90839210109037,53.60208158628208,6.274111055562955,729.6672568746853,DAP
Latur,53,46,12,24.591938295995174,69.55886955361936,7.027026414177247,558.2296485076356,DAP
Latur,81,35,29,32.66980936950177,55.316529275545825,6.428263660782208,1191.8715986320312,DAP
Latur,78,49,59,33.98598279312693,76.35241485090071,7.113974096353106,910.0505210041288,DAP
Pune,50,40,40,31.397489347102116,63.226014204088905,7.132794680025999,970.6819928376492,DAP
Latur,56,89,14,30.54804593331044,61.7320508478783,7.400550571866338,510.8363172559622,Urea
Pune,67,40,41,30.86750897775005,64.75959792769427,6.106222483681404,681.1115581499419,Super Powder
Pune,56,32,34,22.725698641908465,70.93226485656228,7.331028135706512,619.5523596350038,DAP
