city,district_name,N,P,K,Temperature,Humidity,pH,Rainfall,Average SoilMoisture Volume,Aggregate Soilmoisture Percentage,Volume Soilmoisture percentage (at 15cm),Fertility Rate,crop
Pune,Pune,56,45,34,31.29982576,70.54543739,6.337876754,844.3416355,23.68338942,21.57557627,14.9703362,54,बाजरी
Pune,Pune,53,80,44,28.98034863,73.45466242,6.863017494,828.392402,23.00022655,15.39085603,5.295661659,49,ज्वारी
Pune,Pune,81,57,44,27.58100929,61.26080616,6.817439966,742.8391943,26.22979698,17.9456254,7.072712328,62,बाजरी
Pune,Pune,43,75,28,25.06229419,63.46375335,6.08105248,697.6169519,16.04365703,35.31144596,22.81933468,75,ज्वारी
Pune,Pune,51,66,46,30.41154906,57.5013282,6.680875643,860.5902711,26.4167541,24.65152752,9.538653729,60,बाजरी
Pune,Pune,63,48,24,34.07201051,74.4460614,6.062718062,614.5940643,21.48232565,26.97543931,15.97843807,7,ज्वारी
Pune,Pune,67,49,30,30.88791513,53.01902868,6.449857059,682.0426021,28.22098998,21.39676183,5.105489374,21,गहू 
Pune,Pune,74,41,25,31.32831388,63.31775457,7.420104171,534.3769918,29.80865974,31.36124856,20.44577513,74,बाजरी
Pune,Pune,81,71,56,27.62087416,61.8050917,6.158812441,885.5420124,26.19295921,20.37475083,9.754717697,49,बाजरी
Pune,Pune,86,41,43,25.44869348,50.40329751,6.099460972,661.7488357,14.29871588,25.37876354,5.657587995,80,गहू 
Pune,Pune,40,61,43,32.75466028,74.21185655,6.404115259,609.223805,11.32779741,15.1787985,10.85649527,1,बाजरी
Pune,Pune,57,52,20,27.37453782,67.03201438,6.142739924,654.2677479,27.1474705,15.83180801,21.81265057,94,cotton
Pune,Pune,55,36,54,27.4162819,64.33962225,6.228268984,541.9909902,24.21123878,19.21958534,23.51601401,46,बाजरी
Pune,Pune,86,56,25,31.9687476,56.63793387,6.024561081,611.9480045,25.26843169,34.51603451,19.52652511,26,गहू 
Pune,Pune,47,31,51,26.67320804,60.46193508,6.890587374,803.2476551,22.39094417,39.77215499,8.89738448,99,ज्वारी
Pune,Pune,64,39,47,32.30954876,54.32231961,6.940212669,774.6043342,11.03139447,31.44574139,11.44520169,83,बाजरी
Pune,Pune,86,30,45,32.45019124,56.97183169,6.94999043,796.6659351,16.76004007,25.30010304,8.817956966,55,ज्वारी
Pune,Pune,86,36,38,29.52605209,67.9933885,6.964368646,744.9109643,29.09117994,28.76184622,23.82238336,76,गहू 
Pune,Pune,46,42,43,27.85914368,62.27376513,6.030998289,530.6077163,15.67365378,36.04120664,16.45171413,18,बाजरी
Pune,Pune,68,66,21,30.00905147,58.24521327,6.231989601,523.94993,21.34582235,29.62321142,16.50239365,57,ज्वारी
Pune,Pune,82,45,54,31.86544632,55.71241199,7.04533847,527.9641553,25.33557851,18.18711698,10.01412026,42,बाजरी
Pune,Pune,46,34,51,27.0494753,50.58332164,7.249743899,557.6409236,28.89122666,19.32777653,24.49184625,83,बाजरी
Pune,Pune,58,33,26,32.91123322,70.48618628,6.081252316,535.7207445,19.93831863,22.04223488,8.621296015,96,बाजरी
Pune,Pune,67,36,33,30.78201241,55.41818625,6.415878404,753.8773426,19.68340525,37.54678167,11.06693276,72,बाजरी
Pune,Pune,48,68,45,32.00177556,74.64564357,6.010841638,877.4352924,11.14082445,20.71622479,24.6504643,35,बाजरी
Pune,Pune,53,33,47,25.13971573,74.80981477,7.304361797,595.075266,27.57953831,17.11084984,12.00870744,93,बाजरी
Pune,Pune,51,70,49,27.45377851,72.82335895,7.090511852,599.7977784,26.06570798,27.2607391,16.57202866,11,गहू 
Pune,Pune,53,36,23,25.94679491,70.09159647,6.411540386,733.1259455,17.52414379,27.54866886,6.454927996,3,बाजरी
Pune,Pune,79,51,51,29.3437578,70.80774931,7.376014974,544.7329892,27.63640736,38.69062778,23.35843698,84,ज्वारी
Pune,Pune,69,80,32,33.77469101,65.93435931,6.118092813,882.5440266,28.89429326,24.61287721,22.05225373,97,बाजरी
Pune,Pune,66,74,30,25.31144584,54.89147944,6.859411436,848.4056236,11.09616718,31.03414135,10.02974771,37,गहू 
Pune,Pune,44,69,51,30.78987367,56.48915466,6.969660848,871.2058178,11.05031256,26.9603409,12.86028448,61,cotton
Pune,Pune,42,70,56,27.5562599,67.14564499,7.312731574,620.5782044,22.26580951,19.75501027,18.56444618,25,ज्वारी
Pune,Pune,49,45,60,25.40268373,52.6648168,6.330457927,780.0141328,24.36522674,18.24315976,18.39238873,1,ज्वारी
Pune,Pune,42,30,60,25.07352724,65.31843644,7.215007525,770.5576264,29.12092216,35.78854591,7.484346457,60,ज्वारी
Pune,Pune,45,32,57,31.61923917,71.22670292,6.889840575,795.8317928,14.098088,24.44819478,14.41312598,5,बाजरी
Pune,Pune,89,78,57,30.47695065,51.53146916,6.985146291,577.1098028,18.12716304,15.85807739,18.09563547,27,ज्वारी
Pune,Pune,83,35,49,32.41992762,73.9669819,6.777233361,678.7180501,15.42454382,27.74932531,8.951965709,37,गहू 
Pune,Pune,44,33,33,27.19142545,67.2946775,6.251124998,633.1209953,12.35262406,39.90578499,12.43061623,61,ज्वारी
Pune,Pune,52,35,30,31.74145344,57.36085714,7.496429621,896.1617157,28.04505264,30.6129299,6.535389608,49,बाजरी
Pune,Pune,49,57,37,30.16795042,67.73497621,6.492519254,730.1653087,19.8113071,34.27980728,19.9102973,96,बाजरी
Pune,Pune,59,69,47,34.25635881,68.4406544,6.781254482,853.1990592,17.23723201,23.72641651,23.1781925,10,बाजरी
Pune,Pune,86,54,58,28.97536343,62.73587775,6.825389872,528.947226,28.27715934,34.08296665,24.53668822,92,ज्वारी
Pune,Pune,83,45,52,30.59983327,58.38956972,6.221784457,568.6359384,24.30347574,30.52676385,10.51534206,58,बाजरी
Pune,Pune,47,34,32,31.45808012,67.2683471,7.305034176,607.782581,10.21296075,18.82578201,19.16974333,34,बाजरी
Pune,Pune,40,40,60,32.23568226,73.02807929,7.389713125,765.4748781,22.79665316,19.79957323,18.39912863,6,ज्वारी
Pune,Pune,42,31,35,30.53644957,52.7362743,6.759385738,866.9197897,25.96733485,36.15766108,8.186821799,22,बाजरी
Pune,Pune,50,32,57,29.79079793,60.42495149,6.048283713,631.5376539,23.09171645,35.05547942,20.78288173,39,गहू 
Pune,Pune,67,43,52,33.73302467,57.06207988,6.016448635,796.5330161,13.75399191,25.20725811,20.09647076,90,गहू 
Pune,Pune,60,36,36,27.92588117,68.80436931,6.687281915,566.1163801,24.35667595,34.57467291,18.50154881,18,ज्वारी
Pune,Pune,76,62,59,30.37225145,58.51021049,6.453400493,860.2928801,24.02323273,39.81829738,19.1407141,73,ज्वारी
Pune,Pune,77,44,32,26.02051041,70.26270455,7.410243386,729.8550021,11.21605321,26.19858591,24.77986405,71,बाजरी
Pune,Pune,63,58,34,26.12999828,54.55280961,6.29615484,742.0392999,29.15904659,24.50083424,18.98158183,100,गहू 
Pune,Pune,67,68,34,30.59990312,58.69222284,6.682283367,787.8628662,26.76825074,21.62959216,8.704390352,66,गहू 
Pune,Pune,58,77,31,25.06400805,52.9807827,7.004212896,593.2204673,14.90137431,35.96148027,18.32024564,40,बाजरी
Pune,Pune,87,57,26,30.59966703,68.80315956,6.953675742,844.3748583,17.31568696,24.06106938,17.66729854,42,बाजरी
Pune,Pune,50,77,41,32.5689134,50.54525308,7.27712476,667.2318471,15.59495246,15.56193826,23.99181603,55,बाजरी
Pune,Pune,80,73,49,34.9310692,51.99233247,7.225806007,712.352617,16.99551296,23.68115655,16.10028234,6,बाजरी
Pune,Pune,70,65,49,30.91755095,74.92883392,7.450069252,740.7075798,28.29941714,27.40315045,14.54755188,12,ज्वारी
Pune,Pune,71,49,36,28.63624412,68.25116343,6.798407061,807.9934997,26.69517752,34.41608623,7.519156778,7,बाजरी
Pune,Pune,46,34,21,30.19398869,52.47312169,6.603898191,764.745559,21.55962939,37.73384117,5.206408145,100,cabbage
Pune,Pune,88,43,35,32.9682812,54.76608785,6.937663389,616.4007349,11.00513622,29.27756381,10.56397991,93,बाजरी
Pune,Pune,77,57,39,30.06457535,72.13349817,6.858447723,570.6552133,13.25008116,37.02790247,10.57869667,42,बाजरी
Pune,Pune,78,32,56,30.94338322,56.20620176,6.778627051,546.4736883,22.51852068,37.19422679,6.486630382,68,ज्वारी
Pune,Pune,52,66,20,32.38654968,68.14137865,6.637108606,531.7928437,21.84473548,37.58699068,13.82068258,51,गहू 
Pune,Pune,57,72,47,27.21507772,67.16719148,6.103999301,687.7147971,27.39647549,21.20017042,14.7250453,98,बाजरी
Pune,Pune,86,37,36,27.83106108,69.16314266,7.228588862,630.7087977,17.79169744,34.41859947,12.87569118,60,बाजरी
Pune,Pune,46,77,54,31.02668512,53.27744999,6.24347181,779.2112007,24.96497417,28.5662028,17.60104534,25,बाजरी
Pune,Pune,88,45,29,29.96578711,53.9268241,6.147983129,607.6690188,20.14225611,22.81917262,7.774892253,55,बाजरी
Pune,Pune,44,51,41,25.14562473,72.94673564,7.453524345,748.1382949,20.72272032,21.1004992,23.09306766,16,ज्वारी
Pune,Pune,64,34,42,25.48593615,56.6835499,6.312689263,887.9076108,15.48795121,24.88104291,20.82779848,30,बाजरी
Pune,Pune,83,62,32,33.93259498,62.09679638,6.580434441,771.5019458,22.76801151,23.78604133,22.89517879,100,बाजरी
Pune,Pune,60,31,23,33.28808405,55.2752824,6.71731241,666.7104024,16.70991375,39.92398225,5.075363442,41,गहू 
Pune,Pune,41,59,52,29.57426575,60.39740683,6.419797037,721.1579478,20.33754369,39.59929374,22.84855913,64,ज्वारी
Pune,Pune,66,55,33,26.37914705,63.29142727,6.327663768,821.3422132,13.1704542,26.31622625,21.44602965,70,ज्वारी
Pune,Pune,89,51,38,25.00645544,72.44754979,6.789897479,564.7707796,28.23911205,39.82936387,23.53568293,28,बाजरी
Pune,Pune,83,80,60,28.23847188,56.70656369,6.176624828,580.736505,10.1127462,25.13874567,14.41130764,73,ज्वारी
Pune,Pune,66,72,46,26.42309565,54.99980649,6.865034474,589.805585,25.42328056,26.28657923,5.662696544,87,बाजरी
Pune,Pune,50,51,27,31.97965458,74.01613264,6.949738999,545.2031106,13.76166271,25.47885545,20.57587541,47,बाजरी
Pune,Pune,58,56,45,27.94974712,70.7310615,6.167666175,562.0811849,28.16603297,22.84201154,23.33728345,30,बाजरी
Pune,Pune,78,66,33,34.84520125,51.98669248,7.20781979,737.7640122,26.34493959,39.98584955,18.31972196,76,ज्वारी
Pune,Pune,62,55,29,29.38761218,72.43678821,6.971997392,714.4675785,27.03430734,32.97933275,21.00332194,9,बाजरी
Pune,Pune,82,59,21,28.47516858,54.14241612,6.619593622,711.7980308,17.77523691,21.81438142,16.97759487,82,बाजरी
Pune,Pune,75,79,28,29.27945106,54.99090317,6.086486894,640.7808506,16.06957133,15.89818558,10.44253971,13,बाजरी
Pune,Pune,53,38,33,27.55197456,51.87202632,6.911682257,829.2285726,15.02089624,32.02906314,15.08536182,92,बाजरी
Pune,Pune,79,63,46,29.61878442,70.96468614,6.930616591,595.2372172,13.90981588,31.65326995,9.315463748,31,बाजरी
Pune,Pune,76,65,45,29.93676382,69.14505393,7.44926094,706.5629339,20.99868099,37.51930838,21.20479686,37,बाजरी
Pune,Pune,50,33,40,31.30568407,57.16232708,6.073676328,680.820642,21.86653805,29.23814092,11.95136827,25,बाजरी
Pune,Pune,62,79,40,33.05435247,66.99675685,7.162896777,650.5620309,13.31628571,22.98922346,20.36640095,29,बाजरी
Pune,Pune,45,80,31,32.40497137,66.23352216,6.685265778,603.626522,21.25810885,17.36595178,14.65952512,17,cabbage
Pune,Pune,48,66,27,25.42164011,60.85998279,7.204352366,883.8447817,12.56200774,29.37779421,19.9040957,86,बाजरी
Pune,Pune,90,40,31,28.3810815,73.97952733,7.250217864,859.8177341,29.4555056,36.66627498,11.52337091,51,ज्वारी
Pune,Pune,54,53,34,34.67162689,54.58396126,7.220477666,535.5058075,14.97727491,34.23113408,14.80368888,66,बाजरी
Pune,Pune,58,72,34,29.66061296,55.97610386,7.139115124,862.3244725,22.97499294,37.34097927,24.98090238,3,cotton
Pune,Pune,49,31,30,31.59601312,72.79662521,6.108303027,810.6547328,13.93739536,31.64229392,15.18507731,8,बाजरी
Pune,Pune,50,35,25,28.54881581,72.61963745,6.606537138,625.5777882,20.97945905,15.34894322,22.27327705,98,बाजरी
Pune,Pune,48,54,30,27.81889436,64.58682661,7.205596408,725.9472095,14.25109383,20.15970874,15.81284641,65,गहू 
Pune,Pune,87,67,53,28.65084165,50.0330437,7.149558379,747.9857248,17.84799206,31.06003424,18.69694108,79,बाजरी
Pune,Pune,41,35,52,25.46900624,72.5846167,7.158516464,592.0771786,27.01407847,24.50318502,5.37214874,42,गहू 
Pune,Pune,59,71,22,27.63801331,52.88825784,6.558637532,534.1590305,26.9995158,24.28766556,21.20225617,88,बाजरी
Pune,Pune,44,59,51,32.73988985,53.81706533,7.275391162,738.2632013,27.5906334,28.09661338,18.55354735,79,बाजरी
Pune,Pune,83,60,20,28.19773743,66.88204826,6.539278249,835.8937466,15.84282016,18.80112092,20.63511051,52,cotton
Pune,Pune,43,55,29,33.16254786,67.40889339,6.369428488,594.7212881,17.33466062,22.9512058,7.165714399,24,cotton
Pune,Pune,45,55,60,31.90975919,65.81307361,6.177566985,642.0063035,23.42892529,17.46762344,12.40752041,76,बाजरी
Pune,Pune,55,57,31,26.35363455,57.89025637,6.564366248,588.1679209,20.52090184,29.99425915,19.7582714,20,cabbage
Pune,Pune,78,67,39,30.29879707,70.81153289,7.192859292,553.2402149,11.89634239,33.38633893,7.289187686,46,बाजरी
Pune,Pune,83,67,56,30.54926406,62.80982501,7.079700179,752.010799,25.3712292,39.36548945,15.77954857,97,ज्वारी
Pune,Pune,63,47,45,25.16539464,51.15045202,7.107219468,859.7835363,14.21159545,31.11091848,18.99543673,62,cotton
Pune,Pune,40,76,44,31.28407452,70.0716015,6.996231711,568.4505122,24.02405614,26.19750125,7.854961736,10,गहू 
Pune,Pune,86,39,38,32.84871097,50.51186581,7.417038643,831.5055042,20.71918972,24.40274257,8.169074883,48,ज्वारी
Pune,Pune,51,33,44,33.60918135,63.30710414,7.482437257,610.4081039,29.42126931,31.28231096,16.8710435,17,ज्वारी
Pune,Pune,60,63,21,28.43310641,53.53693631,7.193325889,722.8204321,19.80456668,30.41417915,19.38734125,44,बाजरी
Pune,Pune,65,60,25,34.85851818,50.11000791,7.228477919,503.2072381,19.12035921,37.11340363,7.782296362,72,बाजरी
Pune,Pune,60,69,29,34.04414091,66.10417712,6.834076994,619.4701838,16.7607681,23.16815628,24.18879869,69,cotton
Pune,Pune,68,74,57,26.86676462,53.0404539,6.624197409,843.4570734,15.58142238,30.981601,14.36198637,26,बाजरी
Pune,Pune,76,40,55,31.90967941,52.22229941,6.120399102,553.0421071,22.55878216,23.4315903,20.88642844,89,ज्वारी
Pune,Pune,72,70,38,29.1267628,70.00455231,6.784777179,616.342208,19.50252877,15.21009359,10.03798136,7,ज्वारी
Pune,Pune,84,73,33,27.43071754,66.91511101,6.376579511,676.861371,27.9452564,34.19195702,24.43743897,79,बाजरी
Pune,Pune,42,45,54,31.68289537,71.07566341,6.018396701,758.1869026,18.69007076,26.41744376,11.83967632,74,बाजरी
Pune,Pune,43,75,55,27.80511131,58.88400975,6.068102594,530.8414198,14.27176119,27.34598247,5.188472762,2,ज्वारी
Pune,Pune,81,41,29,34.77656993,71.14424441,7.415210581,511.5551549,25.82757743,17.983593,18.83505857,14,बाजरी
Pune,Pune,54,35,33,26.3348805,72.52374412,6.891903647,624.5301707,16.80224681,15.60969217,7.1057097,8,ज्वारी
Pune,Pune,74,75,53,32.47220464,70.40033029,6.231044302,675.7040641,21.05684694,32.11877328,7.702682748,79,ज्वारी
Pune,Pune,86,35,29,26.40735742,64.38594875,7.42286075,592.6015826,16.54911285,15.0972737,13.69242331,70,cabbage
Pune,Pune,81,37,50,30.79853077,51.82953007,6.916062035,652.4374704,29.66439104,33.20570104,18.15873707,65,cabbage
Pune,Pune,46,70,59,25.27998327,71.81929349,7.062610007,501.6340264,12.59683143,25.38923501,21.11707396,43,बाजरी
Pune,Pune,40,67,33,30.77331899,70.45522758,7.019593443,544.9137321,28.64145824,34.87592781,22.48270688,65,बाजरी
Pune,Pune,64,61,44,30.23460373,68.98436269,6.150675632,530.2909387,13.77307455,29.68311935,9.046641721,9,बाजरी
Pune,Pune,48,38,30,34.63481111,64.84975666,6.174764807,654.8394951,17.94722227,27.42396855,5.870581618,58,बाजरी
Pune,Pune,67,46,47,33.27869956,56.59148285,6.217891451,896.4249107,16.85237757,29.2723334,20.1602333,55,बाजरी
Pune,Pune,65,56,21,27.06846471,58.89185487,6.468137476,740.4507318,20.54274949,37.78259516,6.413899837,30,cotton
Pune,Pune,55,46,59,32.74239465,68.90797042,7.223414727,597.5616051,10.86377679,28.34268296,22.1239387,41,cotton
Pune,Pune,77,46,32,28.28460181,55.68362148,7.275320775,691.8050729,20.39981648,36.30052633,8.390731232,68,ज्वारी
Pune,Pune,55,53,21,27.57197881,59.27507424,7.224387709,841.9522035,15.39211864,16.55680454,13.62716834,99,बाजरी
Pune,Pune,65,52,22,31.07874933,62.28652604,7.364771095,801.2488116,19.53511365,26.94969831,13.62538926,86,गहू 
Pune,Pune,83,68,40,31.38374626,69.2261986,6.798749872,703.531778,20.87070842,33.75361356,23.08806149,19,ज्वारी
Pune,Pune,67,39,26,27.95601032,50.96580083,6.426790033,794.1733213,27.21029321,18.4783321,15.16543652,12,बाजरी
Pune,Pune,62,66,39,32.1481832,64.33076085,6.741936912,810.0359135,18.80406119,20.35556036,21.30132781,23,ज्वारी
Pune,Pune,66,58,23,32.07027555,54.3216653,7.400667386,748.9873796,24.19170417,26.6014849,18.5886142,42,ज्वारी
Pune,Pune,87,69,32,33.6909551,58.54673623,6.63656353,837.7045787,24.86480041,22.28791622,11.57157271,61,बाजरी
